DateKey,Date,Week_No,Month,Month_short,Month_No,Quarter,Year
20241215,15/12/2024,51,December,Dec,12,4,2024
20241216,16/12/2024,51,December,Dec,12,4,2024
20241217,17/12/2024,51,December,Dec,12,4,2024
20241218,18/12/2024,51,December,Dec,12,4,2024
20241219,19/12/2024,51,December,Dec,12,4,2024
20241220,20/12/2024,51,December,Dec,12,4,2024
20241221,21/12/2024,51,December,Dec,12,4,2024
20241222,22/12/2024,52,December,Dec,12,4,2024
20241223,23/12/2024,52,December,Dec,12,4,2024
20241224,24/12/2024,52,December,Dec,12,4,2024
20241225,25/12/2024,52,December,Dec,12,4,2024
20241226,26/12/2024,52,December,Dec,12,4,2024
20241227,27/12/2024,52,December,Dec,12,4,2024
20241228,28/12/2024,52,December,Dec,12,4,2024
20241229,29/12/2024,53,December,Dec,12,4,2024
20241230,30/12/2024,53,December,Dec,12,4,2024
20241231,31/12/2024,53,December,Dec,12,4,2024
